trip_uuid,od_start_time,od_end_time,segment_count,actual_time,osrm_time,actual_distance,osrm_distance,start_scan_to_end_scan,route_type,source_center,source_name,destination_center,destination_name,cutoff_initial_status,cutoff_final_status,time_delay,data,trip_creation_time,route_schedule_uuid,delay_category,distance_gap,distance_ratio,trip_segment_count,distance_band
trip-153671310683457427,45:06.8,12:29.9,2,52,20,15.73854996,20.8831,207,Carting,IND700065AAA,CCU_Beliaghata_DPC (West Bengal),IND712311AAA,Kolkata_Dankuni_HB (West Bengal),1,0,32,training,45:06.8,thanos::sroute:532959b3-a854-437a-b00d-551b14ba516c,Moderate Delay,-5.144550039999999,0.7536500787718299,2,0–25 km
trip-153671314368581111,06:52.0,39:44.1,3,48,28,25.02332664,30.1868,92,Carting,IND441904AAB,Bhandara_RjnaiDPP_D (Maharashtra),IND441912AAA,Bhandara_KaremDPP_D (Maharashtra),1,0,20,training,45:43.7,thanos::sroute:e429f167-758e-437a-9fad-e8e87354fa03,On Time,-5.163473360000001,0.828949297043741,13,25–50 km
trip-153671314368581111,39:44.1,43:05.8,10,197,75,83.47252144,103.6758,243,Carting,IND441912AAA,Bhandara_KaremDPP_D (Maharashtra),IND441107AAB,Savner_Wagodha_D (Maharashtra),1,0,122,training,45:43.7,thanos::sroute:e429f167-758e-437a-9fad-e8e87354fa03,Severe Delay,-20.20327856,0.8051302371430942,13,50–100 km
trip-153671320412492075,52:14.5,12:47.7,8,263,144,163.9894365,199.764,320,FTL,IND518002AAA,Kurnool_AbbasNgr_I (Andhra Pradesh),IND501359AAE,Hyderabad_Shamshbd_H (Telangana),1,0,119,training,46:44.1,thanos::sroute:884325ef-09d8-45fb-b62e-c0fb8d2ba23c,High Delay,-35.7745635,0.820915863218598,23,100–200 km
trip-153671320412492075,55:51.3,52:14.5,15,476,286,308.0570709,346.47,596,FTL,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND518002AAA,Kurnool_AbbasNgr_I (Andhra Pradesh),1,0,190,training,46:44.1,thanos::sroute:884325ef-09d8-45fb-b62e-c0fb8d2ba23c,Severe Delay,-38.41292910000004,0.889130576673305,23,200+ km
trip-153671320807895983,46:48.1,53:32.5,5,45,28,37.85916704,39.7245,66,Carting,IND121004AAB,FBD_Balabhgarh_DPC (Haryana),IND121102AAA,Palwal (Haryana),1,0,17,training,46:48.1,thanos::sroute:8c5ab716-198a-4395-b83f-567277357ab9,On Time,-1.8653329599999964,0.9530432614633289,10,25–50 km
trip-153671320807895983,53:32.5,07:14.2,5,100,29,38.37233869,40.2548,193,Carting,IND121102AAA,Palwal (Haryana),IND121004AAB,FBD_Balabhgarh_DPC (Haryana),1,0,71,training,46:48.1,thanos::sroute:8c5ab716-198a-4395-b83f-567277357ab9,High Delay,-1.882461310000004,0.9532363516897364,10,25–50 km
trip-153671321710455800,46:57.1,45:19.9,49,2090,968,1078.198022,1322.5269,2338,FTL,IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),1,0,1122,training,46:57.1,thanos::sroute:951d77aa-4725-4c4e-882d-42acc35b3303,Severe Delay,-244.32887800000003,0.8152560239039373,49,200+ km
trip-153671326503717255,04:41.7,04:18.4,1,316,76,64.92645579,83.9763,359,FTL,IND151506AAA,Jhunir_BhaRDDPP_D (Punjab),IND151001AAA,Bhatinda_DPC (Punjab),0,0,240,training,47:45.0,thanos::sroute:387e7ab9-2237-48b1-af49-2508ce23994c,Severe Delay,-19.04984420999999,0.7731521368528979,6,50–100 km
trip-153671326503717255,15:06.8,04:41.7,1,46,26,16.84174122,34.25,49,FTL,IND151505AAA,Mansa_GreenVly_D (Punjab),IND151506AAA,Jhunir_BhaRDDPP_D (Punjab),0,0,20,training,47:45.0,thanos::sroute:387e7ab9-2237-48b1-af49-2508ce23994c,On Time,-17.40825878,0.4917296706569343,6,0–25 km
trip-153671326503717255,27:30.2,15:06.8,2,39,38,28.77988649,43.9908,47,FTL,IND151302AAA,TalwandiSabo_Wardno3_D (Punjab),IND151505AAA,Mansa_GreenVly_D (Punjab),1,0,1,training,47:45.0,thanos::sroute:387e7ab9-2237-48b1-af49-2508ce23994c,On Time,-15.21091351,0.6542251218436582,6,25–50 km
trip-153671326503717255,47:45.0,27:30.2,2,32,39,26.37598278,53.8219,99,FTL,IND151001AAA,Bhatinda_DPC (Punjab),IND151302AAA,TalwandiSabo_Wardno3_D (Punjab),1,0,-7,training,47:45.0,thanos::sroute:387e7ab9-2237-48b1-af49-2508ce23994c,Early,-27.44591722,0.4900604174137293,6,25–50 km
trip-153671328307356992,48:03.1,11:02.8,51,1984,997,1114.040246,1367.6887,2302,FTL,IND110037AAM,Delhi_Airport_H (Delhi),IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),1,0,987,training,48:03.1,thanos::sroute:64d4c6c9-ffb9-4794-b9f1-05f064c9dd0d,Severe Delay,-253.6484539999999,0.8145422609691811,51,200+ km
trip-153671339656068455,49:56.6,23:11.5,9,331,165,195.8933202,222.3414,573,FTL,IND302014AAA,Jaipur_Hub (Rajasthan),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),1,0,166,training,49:56.6,thanos::sroute:a8c7e9f0-237d-47a1-9024-a48afeb2405e,Severe Delay,-26.448079799999988,0.8810474351605234,9,100–200 km
trip-153671343854097865,31:46.9,55:38.6,10,383,189,209.9366852,226.6377,503,FTL,IND000000ACT,Delhi_Gateway_HB (Delhi),IND160002AAC,Chandigarh_Mehmdpur_H (Punjab),1,0,194,training,50:38.5,thanos::sroute:465332cf-ee26-46f3-8cb2-0dc8e774ef84,Severe Delay,-16.701014799999996,0.9263096351577872,10,200+ km
trip-153671379462714253,56:34.6,54:51.4,24,790,480,514.7249692,632.2484,1018,FTL,IND411033AAA,Pune_Tathawde_H (Maharashtra),IND501359AAE,Hyderabad_Shamshbd_H (Telangana),1,0,310,training,56:34.6,thanos::sroute:b43ec86d-59c1-452c-b4a9-807d3574e5bf,Severe Delay,-117.52343079999991,0.8141182630118163,24,200+ km
trip-153671387315368041,57:53.2,57:41.7,3,116,62,57.78073883,66.039,119,FTL,IND151001AAA,Bhatinda_DPC (Punjab),IND148101AAA,Barnala_DC (Punjab),1,0,54,training,57:53.2,thanos::sroute:70aeb57c-acbf-4ef3-8422-e7edaefcc49f,Moderate Delay,-8.258261170000004,0.8749487246929843,3,50–100 km
trip-153671393133297622,58:51.3,56:03.0,4,75,28,34.67986948,40.168,117,Carting,IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),IND421401AAC,Murbad_SnkunDPP_D (Maharashtra),1,0,47,training,58:51.3,thanos::sroute:1f3b54e4-3374-43fd-8ed1-198bb9a5824e,Moderate Delay,-5.488130519999999,0.8633705805616412,4,25–50 km
trip-153671398107484965,10:32.8,15:02.2,2,39,24,24.86152281,26.4272,64,FTL,IND140301AAA,Chandigarh_Kharar_DC (Chandigarh),IND140001AAA,RoopNagar_ChotiHvl_DC (Punjab),1,0,15,training,59:41.1,thanos::sroute:bbda1b14-ddec-4bac-9585-e692bcaeafd6,On Time,-1.5656771899999988,0.9407550860477084,11,0–25 km
trip-153671398107484965,15:02.2,44:19.1,2,56,32,29.27721898,37.1305,89,FTL,IND140001AAA,RoopNagar_ChotiHvl_DC (Punjab),IND140118AAA,AnandprShb_PnjPiara_D (Punjab),1,0,24,training,59:41.1,thanos::sroute:bbda1b14-ddec-4bac-9585-e692bcaeafd6,On Time,-7.853281019999997,0.7884951449616893,11,25–50 km
trip-153671398107484965,44:19.1,54:15.4,5,149,102,91.33234417,124.2799,189,FTL,IND140118AAA,AnandprShb_PnjPiara_D (Punjab),IND160002AAC,Chandigarh_Mehmdpur_H (Punjab),1,0,47,training,59:41.1,thanos::sroute:bbda1b14-ddec-4bac-9585-e692bcaeafd6,Moderate Delay,-32.94755583,0.7348923210430649,11,50–100 km
trip-153671398107484965,59:41.1,10:32.8,2,77,47,38.06310394,63.6967,130,FTL,IND160002AAC,Chandigarh_Mehmdpur_H (Punjab),IND140301AAA,Chandigarh_Kharar_DC (Chandigarh),1,0,30,training,59:41.1,thanos::sroute:bbda1b14-ddec-4bac-9585-e692bcaeafd6,On Time,-25.63359606,0.5975679107394888,11,25–50 km
trip-153671402673350359,03:04.0,03:05.3,1,55,18,21.86680038,25.2975,60,FTL,IND574211AAA,Bantwal_Trmltmpl_D (Karnataka),IND574202AAA,Puttur_Darbe_DC (Karnataka),0,0,37,training,00:26.7,thanos::sroute:f054a348-16d9-4c6c-b70e-548c616b32bd,Moderate Delay,-3.4306996199999986,0.8643858238956419,13,0–25 km
trip-153671402673350359,09:37.2,28:00.4,11,535,215,220.3579436,280.0858,558,FTL,IND574221AAA,Kadaba_AnugrDPP_D (Karnataka),IND562132AAA,Bangalore_Nelmngla_H (Karnataka),1,0,320,training,00:26.7,thanos::sroute:f054a348-16d9-4c6c-b70e-548c616b32bd,Severe Delay,-59.72785640000001,0.7867515725538389,13,200+ km
trip-153671402673350359,13:32.1,09:37.2,1,53,35,19.61050919,33.2592,56,FTL,IND574239AAA,Sullia_Srirampt_D (Karnataka),IND574221AAA,Kadaba_AnugrDPP_D (Karnataka),0,0,18,training,00:26.7,thanos::sroute:f054a348-16d9-4c6c-b70e-548c616b32bd,On Time,-13.648690810000002,0.5896266052701207,13,0–25 km
trip-153671437849482795,05:12.8,08:34.4,3,39,24,20.78505405,25.332,63,Carting,IND585211AAA,Chittapur_GlbrgaRD_D (Karnataka),IND585222AAA,Sedam_DBRCmplx_D (Karnataka),1,0,15,training,06:18.5,thanos::sroute:0f511873-835e-4cdb-a346-da30d8d545e5,On Time,-4.546945950000001,0.8205058443865466,19,0–25 km
trip-153671437849482795,06:18.5,05:12.8,5,85,38,36.37917362,47.6795,118,Carting,IND585104AAA,Gulbarga_Nehrugnj_I (Karnataka),IND585211AAA,Chittapur_GlbrgaRD_D (Karnataka),1,0,47,training,06:18.5,thanos::sroute:0f511873-835e-4cdb-a346-da30d8d545e5,Moderate Delay,-11.300326379999994,0.7629940251051291,19,25–50 km
trip-153671437849482795,08:34.4,54:38.0,4,58,36,32.50176846,39.2918,106,Carting,IND585222AAA,Sedam_DBRCmplx_D (Karnataka),IND585307AAB,Chincholi_Mainroad_D (Karnataka),1,0,22,training,06:18.5,thanos::sroute:0f511873-835e-4cdb-a346-da30d8d545e5,On Time,-6.790031540000001,0.8271896034287052,19,25–50 km
trip-153671437849482795,54:38.0,43:20.3,7,151,66,62.08044376,71.7124,588,Carting,IND585307AAB,Chincholi_Mainroad_D (Karnataka),IND585104AAA,Gulbarga_Nehrugnj_I (Karnataka),1,0,85,training,06:18.5,thanos::sroute:0f511873-835e-4cdb-a346-da30d8d545e5,High Delay,-9.63195624,0.8656863214729948,19,50–100 km
trip-153671440490445199,06:44.9,55:15.0,5,104,47,38.9174013,52.5438,168,Carting,IND160002AAC,Chandigarh_Mehmdpur_H (Punjab),IND134203AAA,Naraingarh_Ward2DPP_D (Haryana),1,0,57,training,06:44.9,thanos::sroute:208c51a7-bfb4-4471-9e3a-4512060a9a3f,Moderate Delay,-13.626398699999996,0.7406659073001953,7,25–50 km
trip-153671440490445199,36:00.2,38:04.5,2,43,17,9.507837119,20.4357,62,Carting,IND140501AAA,Lalru_OnkarDPP_D (Punjab),IND160002AAC,Chandigarh_Mehmdpur_H (Punjab),1,0,26,training,06:44.9,thanos::sroute:208c51a7-bfb4-4471-9e3a-4512060a9a3f,On Time,-10.927862881,0.4652562485747979,7,0–25 km
trip-153671448965568596,08:09.7,44:58.8,5,130,68,89.24234843,97.4199,276,FTL,IND160002AAC,Chandigarh_Mehmdpur_H (Punjab),IND000000ACA,Ludhiana_MilrGanj_HB (Punjab),1,0,62,training,08:09.7,thanos::sroute:cac232b2-6d64-4c14-a16d-3ad67a69bb87,High Delay,-8.177551569999991,0.9160587152111632,5,50–100 km
trip-153671453267549065,03:37.6,14:28.3,3,101,54,49.32990665,60.9038,130,FTL,IND382715AAA,Kadi_KaranNGR_D (Gujarat),IND382430AAB,Ahmedabad_East_H_1 (Gujarat),1,0,47,training,08:52.7,thanos::sroute:07bed8fc-ac77-44d7-ad13-ee61d0871be0,Moderate Delay,-11.57389335,0.8099643478732034,5,25–50 km
trip-153671453267549065,08:52.7,03:37.6,2,67,39,35.32619829,41.9214,114,FTL,IND384205AAA,Mehsana_Panchot_IP (Gujarat),IND382715AAA,Kadi_KaranNGR_D (Gujarat),1,0,28,training,08:52.7,thanos::sroute:07bed8fc-ac77-44d7-ad13-ee61d0871be0,On Time,-6.595201709999998,0.8426769690420645,5,25–50 km
trip-153671453614506281,22:50.8,47:49.9,10,476,235,219.4817484,323.7721,804,FTL,IND484446AAA,Dola_ChainDPP_D (Madhya Pradesh),IND842003AAB,Jabalpur_Adhartal_IP (Madhya Pradesh),1,0,241,training,08:56.1,thanos::sroute:c446b063-ccbc-453b-9f94-0697e8c24c92,Severe Delay,-104.29035160000004,0.6778896279203797,14,200+ km
trip-153671453614506281,24:53.9,22:50.8,4,149,77,76.5536891,105.2935,177,FTL,IND484001AAA,Shahdol_Sohagpur_D (Madhya Pradesh),IND484446AAA,Dola_ChainDPP_D (Madhya Pradesh),1,0,72,training,08:56.1,thanos::sroute:c446b063-ccbc-453b-9f94-0697e8c24c92,High Delay,-28.739810899999995,0.727050474150826,14,50–100 km
trip-153671464491487828,10:44.9,30:49.0,3,71,35,24.9011347,37.9124,260,Carting,IND600044AAE,Chennai_Chrompet_L (Tamil Nadu),IND600056AAB,MAA_Poonamallee_HB (Tamil Nadu),1,0,36,training,10:44.9,thanos::sroute:0ad372b1-418a-4685-873a-bc356d1c5f27,Moderate Delay,-13.011265299999998,0.6568071317036115,3,0–25 km
trip-153671494219272400,13:51.2,05:24.4,13,685,234,278.419077,320.1666,711,FTL,IND431517AAB,Ambajogai_BnsllNgr_D (Maharashtra),IND411033AAA,Pune_Tathawde_H (Maharashtra),1,0,451,training,15:42.2,thanos::sroute:65a1349e-b9e6-4081-ad19-fb4068ee2f47,Severe Delay,-41.747523,0.8696068765448988,20,200+ km
trip-153671494219272400,15:42.2,18:35.1,2,53,23,29.66549181,32.41,122,FTL,IND431603AAA,Nanded_Aswningr_I (Maharashtra),IND431708AAA,Loha_SivjiCWK_D (Maharashtra),1,0,30,training,15:42.2,thanos::sroute:65a1349e-b9e6-4081-ad19-fb4068ee2f47,On Time,-2.7445081899999977,0.915319093181117,20,25–50 km
trip-153671494219272400,18:35.1,33:40.9,2,61,29,38.29253308,41.3849,75,FTL,IND431708AAA,Loha_SivjiCWK_D (Maharashtra),IND431514AAA,Gangakher_Busstand_D (Maharashtra),1,0,32,training,15:42.2,thanos::sroute:65a1349e-b9e6-4081-ad19-fb4068ee2f47,Moderate Delay,-3.0923669200000035,0.925277893144601,20,25–50 km
trip-153671494219272400,33:40.9,55:20.4,2,44,21,28.25560571,30.884,81,FTL,IND431514AAA,Gangakher_Busstand_D (Maharashtra),IND431515AAA,Parli_JirgeNgr_D (Maharashtra),1,0,23,training,15:42.2,thanos::sroute:65a1349e-b9e6-4081-ad19-fb4068ee2f47,On Time,-2.6283942899999992,0.9148946286102836,20,25–50 km
trip-153671494219272400,55:20.4,13:51.2,1,41,14,17.24809677,20.5462,78,FTL,IND431515AAA,Parli_JirgeNgr_D (Maharashtra),IND431517AAB,Ambajogai_BnsllNgr_D (Maharashtra),0,0,27,training,15:42.2,thanos::sroute:65a1349e-b9e6-4081-ad19-fb4068ee2f47,On Time,-3.298103229999999,0.8394786758622033,20,0–25 km
trip-153671505195307510,08:02.3,03:26.2,2,55,25,28.9936929,34.3239,55,Carting,IND722101AAA,Bankura_KeranDPP_D (West Bengal),IND722122AAA,Bishnupur_StnRdDPP_D (West Bengal),1,0,30,training,17:32.0,thanos::sroute:4809869c-a9ef-4bf0-a42a-5e7220727ace,On Time,-5.330207100000003,0.8447085820667232,8,25–50 km
trip-153671505195307510,17:32.0,31:37.3,2,153,19,14.07796193,17.7572,194,Carting,IND713205AAB,Durgapur_Central_I_1 (West Bengal),IND722202AAA,Barjora_Central_DPP_1 (West Bengal),1,0,134,training,17:32.0,thanos::sroute:4809869c-a9ef-4bf0-a42a-5e7220727ace,Severe Delay,-3.67923807,0.7928030280674881,8,0–25 km
trip-153671505195307510,31:37.3,27:16.3,4,45,29,28.97500701,32.7615,55,Carting,IND722202AAA,Barjora_Central_DPP_1 (West Bengal),IND722101AAC,Bankura_BhowmDPP_D (West Bengal),1,0,16,training,17:32.0,thanos::sroute:4809869c-a9ef-4bf0-a42a-5e7220727ace,On Time,-3.7864929899999993,0.8844224779085207,8,25–50 km
trip-153671506098357680,17:41.0,33:00.9,2,36,13,14.26467263,15.0686,75,Carting,IND396191AAC,Vapi_IndEstat_I (Gujarat),IND396232AAA,Silvassa_Samrvrni_D (Dadra and Nagar Haveli),1,0,23,training,17:41.0,thanos::sroute:c7879955-4f46-4135-a2ce-e7d843955177,On Time,-0.8039273700000003,0.9466488346628088,2,0–25 km
trip-153671508851597828,04:58.7,27:14.3,4,362,69,58.2058357,79.2651,382,Carting,IND360530AAB,Jamjodhpur_Court_D (Gujarat),IND362001AAA,Junagadh_DPC (Gujarat),1,0,293,training,18:08.5,thanos::sroute:4cbbbb1f-cc23-4664-8360-5a14f337ef91,Severe Delay,-21.0592643,0.7343185803083576,19,50–100 km
trip-153671508851597828,18:08.5,43:56.2,10,112,83,84.72618748,102.8477,145,Carting,IND362001AAA,Junagadh_DPC (Gujarat),IND360575AAA,Porbandar_DC (Gujarat),1,0,29,training,18:08.5,thanos::sroute:4cbbbb1f-cc23-4664-8360-5a14f337ef91,On Time,-18.12151252000001,0.8238024523640295,19,50–100 km
trip-153671508851597828,43:56.2,07:33.0,5,79,40,36.14796709,43.6602,83,Carting,IND360575AAA,Porbandar_DC (Gujarat),IND360510AAB,Bhanvad_Mainroad_D (Gujarat),1,0,39,training,18:08.5,thanos::sroute:4cbbbb1f-cc23-4664-8360-5a14f337ef91,Moderate Delay,-7.512232910000002,0.8279386509910628,19,25–50 km
trip-153671531316758155,12:30.5,58:06.7,1,40,13,15.18166115,16.9369,45,FTL,IND360410AAA,Dhoraji_JmnvadRd_DC (Gujarat),IND360490AAA,Upleta_AdrshSt_DC (Gujarat),0,0,27,training,21:53.2,thanos::sroute:815daca3-b12d-4742-8f3a-fae66712a254,On Time,-1.7552388500000011,0.8963659908247672,4,0–25 km
trip-153671531316758155,21:53.2,35:30.2,2,48,23,30.76171863,32.945,73,FTL,IND362001AAA,Junagadh_DPC (Gujarat),IND360370AAA,Jetpur_DC (Gujarat),1,0,25,training,21:53.2,thanos::sroute:815daca3-b12d-4742-8f3a-fae66712a254,On Time,-2.18328137,0.933729507664289,4,25–50 km
trip-153671531316758155,35:30.2,12:30.5,1,32,13,15.6798696,16.2596,37,FTL,IND360370AAA,Jetpur_DC (Gujarat),IND360410AAA,Dhoraji_JmnvadRd_DC (Gujarat),0,0,19,training,21:53.2,thanos::sroute:815daca3-b12d-4742-8f3a-fae66712a254,On Time,-0.579730399999999,0.9643453467489976,4,0–25 km
trip-153671547254076660,17:08.8,40:11.4,5,207,115,98.51453481,154.1224,383,FTL,IND521225AAB,Vijayawada_Rynapadu_H (Andhra Pradesh),IND507002AAA,Khammam_NSTRoad_I (Telangana),1,0,92,training,24:32.5,thanos::sroute:2a713f58-e06f-4251-a6f0-f37437327e34,High Delay,-55.60786519,0.6391967346083373,28,50–100 km
trip-153671547254076660,19:09.5,19:49.3,5,150,87,93.77440188,116.2636,300,FTL,IND508001AAA,Nalgonda_HydRoad_DC (Telangana),IND501359AAE,Hyderabad_Shamshbd_H (Telangana),1,0,63,training,24:32.5,thanos::sroute:2a713f58-e06f-4251-a6f0-f37437327e34,High Delay,-22.48919812,0.8065671618632143,28,50–100 km
trip-153671547254076660,24:32.5,47:19.9,3,84,46,53.83722325,66.4524,382,FTL,IND501359AAE,Hyderabad_Shamshbd_H (Telangana),IND508252AAB,Choutuppal_Nagaram_D (Telangana),1,0,38,training,24:32.5,thanos::sroute:2a713f58-e06f-4251-a6f0-f37437327e34,Moderate Delay,-12.615176749999996,0.8101622100932397,28,50–100 km
trip-153671547254076660,30:30.0,17:08.8,6,280,117,120.1170346,154.8292,286,FTL,IND508207AAB,Miryalguda_Ragvendr_D (Telangana),IND521225AAB,Vijayawada_Rynapadu_H (Andhra Pradesh),1,0,163,training,24:32.5,thanos::sroute:2a713f58-e06f-4251-a6f0-f37437327e34,Severe Delay,-34.71216539999999,0.7758034957230291,28,100–200 km
trip-153671547254076660,33:53.6,19:09.5,2,80,36,38.92645032,51.7261,105,FTL,IND508213AAB,Suryapet_Krishna_D (Telangana),IND508001AAA,Nalgonda_HydRoad_DC (Telangana),1,0,44,training,24:32.5,thanos::sroute:2a713f58-e06f-4251-a6f0-f37437327e34,Moderate Delay,-12.799649680000002,0.7525494928092394,28,25–50 km
trip-153671547254076660,40:11.4,33:53.6,3,85,44,57.50975375,62.933,233,FTL,IND507002AAA,Khammam_NSTRoad_I (Telangana),IND508213AAB,Suryapet_Krishna_D (Telangana),1,0,41,training,24:32.5,thanos::sroute:2a713f58-e06f-4251-a6f0-f37437327e34,Moderate Delay,-5.423246249999998,0.9138250798468212,28,50–100 km
trip-153671547254076660,47:19.9,30:30.0,4,102,82,80.37016715,109.1534,103,FTL,IND508252AAB,Choutuppal_Nagaram_D (Telangana),IND508207AAB,Miryalguda_Ragvendr_D (Telangana),1,0,20,training,24:32.5,thanos::sroute:2a713f58-e06f-4251-a6f0-f37437327e34,On Time,-28.783232850000005,0.7363047523027225,28,50–100 km
trip-153671549993828365,24:59.9,49:41.2,2,57,34,33.25262445,37.0025,84,FTL,IND384205AAA,Mehsana_Panchot_IP (Gujarat),IND384355AAB,Vadnagar_BsstdDPP_D (Gujarat),1,0,23,training,24:59.9,thanos::sroute:82facc11-0f66-496b-9d39-fa3891fb2683,On Time,-3.749875549999999,0.8986588595365178,9,25–50 km
trip-153671549993828365,36:37.4,48:48.9,3,149,77,73.48080398,89.3603,312,FTL,IND385535AAA,Deesa_HawaiPlr_DC (Gujarat),IND384205AAA,Mehsana_Panchot_IP (Gujarat),1,0,72,training,24:59.9,thanos::sroute:82facc11-0f66-496b-9d39-fa3891fb2683,High Delay,-15.87949601999999,0.8222980896438352,9,50–100 km
trip-153671549993828365,41:54.7,36:37.4,1,30,16,22.04562456,23.293,54,FTL,IND385001AAA,Palanpur_DC (Gujarat),IND385535AAA,Deesa_HawaiPlr_DC (Gujarat),1,1,14,training,24:59.9,thanos::sroute:82facc11-0f66-496b-9d39-fa3891fb2683,On Time,-1.247375439999999,0.9464484849525608,9,0–25 km
trip-153671549993828365,49:41.2,41:54.7,3,109,65,47.62609991,70.5626,112,FTL,IND384355AAB,Vadnagar_BsstdDPP_D (Gujarat),IND385001AAA,Palanpur_DC (Gujarat),1,0,44,training,24:59.9,thanos::sroute:82facc11-0f66-496b-9d39-fa3891fb2683,Moderate Delay,-22.936500090000003,0.6749482007465711,9,25–50 km
trip-153671572175509918,28:41.8,32:34.8,4,155,58,77.53035794,80.284,183,FTL,IND842003AAB,Jabalpur_Adhartal_IP (Madhya Pradesh),IND483501AAA,Katni_Bargawan_DC (Madhya Pradesh),1,0,97,training,28:41.8,thanos::sroute:8e377e4a-692e-45c4-be1f-7191872e1897,High Delay,-2.753642060000004,0.9657012348662248,4,50–100 km
trip-153671574781365511,29:07.8,59:45.8,2,50,17,15.28002997,22.1726,330,Carting,IND700028AAB,CCU_DumDum_DPC (West Bengal),IND712311AAA,Kolkata_Dankuni_HB (West Bengal),1,0,33,training,29:07.8,thanos::sroute:c26e777d-784f-4806-9c66-7adeb9c08248,Moderate Delay,-6.89257003,0.6891401987137278,2,0–25 km
trip-153671590416667638,31:44.2,36:20.8,5,200,58,42.15059701,62.8568,244,Carting,IND560099AAB,Bengaluru_Bomsndra_HB (Karnataka),IND560300AAA,Bengaluru_KGAirprt_HB (Karnataka),1,0,142,training,31:44.2,thanos::sroute:16a02d06-e6b6-443b-bd98-0a9e4f4a8c06,Severe Delay,-20.70620299,0.6705813374209314,5,25–50 km
trip-153671602871109556,12:09.6,19:24.2,3,59,28,37.24074081,39.5496,67,Carting,IND362720AAA,Kodinar_NCplxDPP_D (Gujarat),IND362560AAA,Una_Mamlatdr_DC (Gujarat),1,0,31,training,33:48.7,thanos::sroute:5f7d8d49-ae14-430e-9333-37361e1e9457,Moderate Delay,-2.30885919,0.9416211746768616,23,25–50 km
trip-153671602871109556,19:24.2,26:45.2,6,110,60,56.98627782,73.8199,127,Carting,IND362560AAA,Una_Mamlatdr_DC (Gujarat),IND362150AAA,Talala_SsnRdDPP_D (Gujarat),1,0,50,training,33:48.7,thanos::sroute:5f7d8d49-ae14-430e-9333-37361e1e9457,Moderate Delay,-16.833622180000006,0.771963627964817,23,50–100 km
trip-153671602871109556,26:45.2,26:24.4,6,112,67,52.25668989,67.586,119,Carting,IND362150AAA,Talala_SsnRdDPP_D (Gujarat),IND362001AAA,Junagadh_DPC (Gujarat),1,0,45,training,33:48.7,thanos::sroute:5f7d8d49-ae14-430e-9333-37361e1e9457,Moderate Delay,-15.329310110000002,0.773188084662504,23,50–100 km
trip-153671602871109556,33:48.7,42:24.6,4,43,22,28.34066094,31.1283,68,Carting,IND362001AAA,Junagadh_DPC (Gujarat),IND362220AAA,Junagadh_keshod_DC (Gujarat),1,0,21,training,33:48.7,thanos::sroute:5f7d8d49-ae14-430e-9333-37361e1e9457,On Time,-2.78763906,0.9104467940748452,23,25–50 km
trip-153671602871109556,39:48.5,12:09.6,4,74,32,33.56997288,43.1216,92,Carting,IND362265AAA,Veraval_DC (Gujarat),IND362720AAA,Kodinar_NCplxDPP_D (Gujarat),1,0,42,training,33:48.7,thanos::sroute:5f7d8d49-ae14-430e-9333-37361e1e9457,Moderate Delay,-9.55162712,0.7784955307780788,23,25–50 km
trip-153671643960185339,06:00.2,32:32.1,2,79,42,29.3556601,39.0198,86,FTL,IND571313AAB,Chamarjngr_BrDbleRd_D (Karnataka),IND571440AAA,Kollegala_NarsipuraRd_D (Karnataka),1,0,37,training,40:39.6,thanos::sroute:6950a33a-f529-4286-83eb-f96c8d7a937f,Moderate Delay,-9.664139899999997,0.7523272825591111,10,25–50 km
trip-153671643960185339,07:42.6,06:00.2,2,46,30,28.80669896,32.6819,58,FTL,IND571111AAB,Gundlupet_Swamylyt_D (Karnataka),IND571313AAB,Chamarjngr_BrDbleRd_D (Karnataka),1,0,16,training,40:39.6,thanos::sroute:6950a33a-f529-4286-83eb-f96c8d7a937f,On Time,-3.87520104,0.8814266906146827,10,25–50 km
